workerid,proliferate.condition,color,expressions,modal,order,percentage_blue,rating,sentence,subject_information.asses,subject_information.comments,subject_information.condition,subject_information.fairprice,subject_information.language,subject_information.misread_instructions,subject_information.other_languages,subject_information.problems,subject_information.time_in_minutes,system.Browser,system.OS,system.screenH,system.screenW,error
184,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,40,0,You'll probably get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,other,possible-might-probably,40,0,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,probably,probably-possible-might,7,0.72,You'll probably get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,possible,probably-possible-might,7,0.28,It's possible that you'll get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,might,probably-possible-might,7,0,You might get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,other,probably-possible-might,7,0,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,possible,possible-might-probably,0,0,It's possible that you'll get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,might,possible-might-probably,0,0,You might get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,probably,possible-might-probably,0,0,You'll probably get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,other,possible-might-probably,0,0.99,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,probably,probably-possible-might,25,0.62,You'll probably get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,possible,probably-possible-might,25,0.3799999999999999,It's possible that you'll get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,might,probably-possible-might,25,0,You might get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,other,probably-possible-might,25,0,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,60,0.52,It's possible that you'll get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,might,possible-might-probably,60,0.4800000000000001,You might get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,60,0,You'll probably get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,other,possible-might-probably,60,0,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,4,0.93,You'll probably get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,might,probably-might-possible,4,0.07000000000000006,You might get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,4,0,It's possible that you'll get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,other,probably-might-possible,4,0,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,might,might-possible-probably,25,0.03999999999999993,You might get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,possible,might-possible-probably,25,0.96,It's possible that you'll get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,probably,might-possible-probably,25,0,You'll probably get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,other,might-possible-probably,25,0,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,might,might-possible-probably,7,0,You might get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,possible,might-possible-probably,7,0.36,It's possible that you'll get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,probably,might-possible-probably,7,0,You'll probably get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,other,might-possible-probably,7,0.64,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,4,0.06000000000000005,It's possible that you'll get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,4,0,You'll probably get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,might,possible-probably-might,4,0,You might get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,other,possible-probably-might,4,0.94,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,0,0,It's possible that you'll get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,0,0,You'll probably get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,might,possible-probably-might,0,0,You might get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,other,possible-probably-might,0,1,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,might,might-probably-possible,94,0,You might get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,94,0.99,You'll probably get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,94,0,It's possible that you'll get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,other,might-probably-possible,94,0,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,probably,probably-possible-might,75,0,You'll probably get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,possible,probably-possible-might,75,0.78,It's possible that you'll get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,might,probably-possible-might,75,0.22000000000000008,You might get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,other,probably-possible-might,75,0,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,might,might-probably-possible,97,0,You might get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,97,0.95,You'll probably get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,97,0.050000000000000155,It's possible that you'll get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,other,might-probably-possible,97,0,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,75,0.37,It's possible that you'll get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,might,possible-might-probably,75,0.46,You might get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,75,0.16999999999999993,You'll probably get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,other,possible-might-probably,75,0,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,might,might-probably-possible,100,0,You might get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,100,0,You'll probably get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,100,0.02000000000000013,It's possible that you'll get a blue one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,blue,might-possible-probably,other,might-probably-possible,100,0.98,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,possible,possible-might-probably,90,0,It's possible that you'll get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,might,possible-might-probably,90,0.74,You might get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,probably,possible-might-probably,90,0,You'll probably get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,other,possible-might-probably,90,0.26,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,might,might-possible-probably,94,0.27,You might get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,94,0,It's possible that you'll get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,94,0,You'll probably get an orange one,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
184,might-possible-could,orange,might-possible-probably,other,might-possible-probably,94,0.73,something else,Yes,Very repetitive,0,1.00,English,0,None,No,21.374683333333333,Chrome,Linux,640,360,
181,might-possible-could,blue,might-possible-probably,probably,probably-possible-might,10,0.1,You'll probably get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,possible,probably-possible-might,10,0.22,It's possible that you'll get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,might,probably-possible-might,10,0.32,You might get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,other,probably-possible-might,10,0.3599999999999999,something else,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,90,0.17,It's possible that you'll get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,90,0.07,You'll probably get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,might,possible-probably-might,90,0.37,You might get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,other,possible-probably-might,90,0.39,something else,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,might,might-possible-probably,100,0,You might get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,100,0,It's possible that you'll get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,100,0,You'll probably get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,other,might-possible-probably,100,1,something else,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,75,0,You'll probably get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,might,probably-might-possible,75,0.61,You might get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,75,0.39,It's possible that you'll get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,other,probably-might-possible,75,0,something else,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,might,might-probably-possible,7,0.3,You might get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,7,0,You'll probably get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,7,0.27,It's possible that you'll get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,other,might-probably-possible,7,0.42999999999999994,something else,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,possible,possible-might-probably,60,0.23,It's possible that you'll get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,might,possible-might-probably,60,0.44,You might get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,probably,possible-might-probably,60,0.32999999999999996,You'll probably get an orange one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,orange,might-possible-probably,other,possible-might-probably,60,0,something else,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,might,might-possible-probably,40,0.45,You might get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,possible,might-possible-probably,40,0.26,It's possible that you'll get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,probably,might-possible-probably,40,0.26,You'll probably get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,other,might-possible-probably,40,0.029999999999999916,something else,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,75,0.17999999999999994,It's possible that you'll get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,75,0.61,You'll probably get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,might,possible-probably-might,75,0.21,You might get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,other,possible-probably-might,75,0,something else,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,97,0,It's possible that you'll get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,97,0.8,You'll probably get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,might,possible-probably-might,97,0,You might get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,other,possible-probably-might,97,0.19999999999999996,something else,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,50,0.35,It's possible that you'll get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
181,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,50,0.35,You'll probably get a blue one,Yes,"The study was straightforward and easy, thank you.",0,$2,English,0,N/A,No problems,10.758333333333333,Chrome,Windows,768,1366,
