workerid,proliferate.condition,color,expressions,modal,order,percentage_blue,rating,sentence,subject_information.asses,subject_information.comments,subject_information.condition,subject_information.fairprice,subject_information.language,subject_information.misread_instructions,subject_information.other_languages,subject_information.problems,subject_information.time_in_minutes,system.Browser,system.OS,system.screenH,system.screenW,error
109,might-possible-could,blue,might-possible-probably,other,probably-possible-might,25,0,something else,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,might,might-probably-possible,90,0.13,You might get a blue one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,90,0.8700000000000001,You'll probably get a blue one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,90,0,It's possible that you'll get a blue one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,other,might-probably-possible,90,0,something else,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,orange,might-possible-probably,might,might-possible-probably,100,0,You might get an orange one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,orange,might-possible-probably,possible,might-possible-probably,100,0,It's possible that you'll get an orange one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,orange,might-possible-probably,probably,might-possible-probably,100,0,You'll probably get an orange one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,orange,might-possible-probably,other,might-possible-probably,100,1,something else,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,50,0.05000000000000005,It's possible that you'll get a blue one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,50,0.33,You'll probably get a blue one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,might,possible-probably-might,50,0.62,You might get a blue one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,other,possible-probably-might,50,0,something else,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,orange,might-possible-probably,might,might-probably-possible,50,0.5,You might get an orange one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,orange,might-possible-probably,probably,might-probably-possible,50,0.42,You'll probably get an orange one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,orange,might-possible-probably,possible,might-probably-possible,50,0.08000000000000007,It's possible that you'll get an orange one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,orange,might-possible-probably,other,might-probably-possible,50,0,something else,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,0,0,It's possible that you'll get a blue one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,0,0,You'll probably get a blue one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,might,possible-probably-might,0,0,You might get a blue one,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
109,might-possible-could,blue,might-possible-probably,other,possible-probably-might,0,1,something else,Yes,,0,,"English, Korean",0,,,5.262316666666667,Chrome,Windows,864,1536,
127,might-possible-could,blue,might-possible-probably,might,might-probably-possible,25,0.6,You might get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,25,0.1,You'll probably get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,25,0.30000000000000016,It's possible that you'll get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,other,might-probably-possible,25,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,90,0.29,It's possible that you'll get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,might,possible-might-probably,90,0.61,You might get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,90,0.09999999999999998,You'll probably get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,other,possible-might-probably,90,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,100,0.28,It's possible that you'll get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,might,possible-might-probably,100,0.61,You might get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,100,0.11,You'll probably get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,other,possible-might-probably,100,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,might,might-probably-possible,0,0.62,You might get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,probably,might-probably-possible,0,0.09,You'll probably get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,possible,might-probably-possible,0,0.29,It's possible that you'll get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,other,might-probably-possible,0,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,possible,possible-might-probably,100,0,It's possible that you'll get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,might,possible-might-probably,100,0,You might get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,probably,possible-might-probably,100,0,You'll probably get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,other,possible-might-probably,100,1,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,possible,possible-might-probably,60,0.41,It's possible that you'll get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,might,possible-might-probably,60,0.59,You might get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,probably,possible-might-probably,60,0,You'll probably get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,other,possible-might-probably,60,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,90,0,You'll probably get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,might,probably-might-possible,90,0.61,You might get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,90,0.39,It's possible that you'll get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,other,probably-might-possible,90,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,possible,possible-might-probably,0,0,It's possible that you'll get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,might,possible-might-probably,0,0,You might get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,probably,possible-might-probably,0,1,You'll probably get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,other,possible-might-probably,0,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,probably,probably-might-possible,40,0.18000000000000016,You'll probably get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,might,probably-might-possible,40,0.41,You might get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,possible,probably-might-possible,40,0.41,It's possible that you'll get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,other,probably-might-possible,40,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,10,0.3999999999999999,It's possible that you'll get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,might,possible-might-probably,10,0.6,You might get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,10,0,You'll probably get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,other,possible-might-probably,10,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,60,0.25,It's possible that you'll get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,60,0,You'll probably get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,might,possible-probably-might,60,0.75,You might get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,other,possible-probably-might,60,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,possible,possible-probably-might,75,0,It's possible that you'll get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,probably,possible-probably-might,75,0.79,You'll probably get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,might,possible-probably-might,75,0.20999999999999996,You might get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,other,possible-probably-might,75,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,possible,possible-might-probably,50,0.2899999999999999,It's possible that you'll get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,might,possible-might-probably,50,0.71,You might get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,probably,possible-might-probably,50,0,You'll probably get a blue one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,blue,might-possible-probably,other,possible-might-probably,50,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,10,1,You'll probably get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,might,probably-might-possible,10,0,You might get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,10,0,It's possible that you'll get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,other,probably-might-possible,10,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,probably,probably-possible-might,25,1,You'll probably get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,possible,probably-possible-might,25,0,It's possible that you'll get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,might,probably-possible-might,25,0,You might get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,other,probably-possible-might,25,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,50,0,You'll probably get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,might,probably-might-possible,50,0.5399999999999999,You might get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,50,0.46,It's possible that you'll get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,other,probably-might-possible,50,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,40,0,You'll probably get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,might,probably-might-possible,40,0.6,You might get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,40,0.3999999999999999,It's possible that you'll get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,other,probably-might-possible,40,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,might,might-probably-possible,75,0.97,You might get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,probably,might-probably-possible,75,0,You'll probably get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,possible,might-probably-possible,75,0.030000000000000027,It's possible that you'll get an orange one,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
127,might-possible-could,orange,might-possible-probably,other,might-probably-possible,75,0,something else,Confused,,0,yes,english,0,,The slide kept moving.,15.815966666666666,Chrome,Windows,768,1366,
99,might-possible-could,orange,might-possible-probably,probably,probably-might-possible,75,0.25,You'll probably get an orange one,Yes,,0,Whatever you decide to pay,english,0,,no,6.468566666666667,Chrome,Windows,768,1366,
99,might-possible-could,orange,might-possible-probably,might,probably-might-possible,75,0.5,You might get an orange one,Yes,,0,Whatever you decide to pay,english,0,,no,6.468566666666667,Chrome,Windows,768,1366,
99,might-possible-could,orange,might-possible-probably,possible,probably-might-possible,75,0.25,It's possible that you'll get an orange one,Yes,,0,Whatever you decide to pay,english,0,,no,6.468566666666667,Chrome,Windows,768,1366,
99,might-possible-could,orange,might-possible-probably,other,probably-might-possible,75,0,something else,Yes,,0,Whatever you decide to pay,english,0,,no,6.468566666666667,Chrome,Windows,768,1366,
99,might-possible-could,orange,might-possible-probably,possible,possible-probably-might,0,0,It's possible that you'll get an orange one,Yes,,0,Whatever you decide to pay,english,0,,no,6.468566666666667,Chrome,Windows,768,1366,
99,might-possible-could,orange,might-possible-probably,probably,possible-probably-might,0,1,You'll probably get an orange one,Yes,,0,Whatever you decide to pay,english,0,,no,6.468566666666667,Chrome,Windows,768,1366,
99,might-possible-could,orange,might-possible-probably,might,possible-probably-might,0,0,You might get an orange one,Yes,,0,Whatever you decide to pay,english,0,,no,6.468566666666667,Chrome,Windows,768,1366,
99,might-possible-could,orange,might-possible-probably,other,possible-probably-might,0,0,something else,Yes,,0,Whatever you decide to pay,english,0,,no,6.468566666666667,Chrome,Windows,768,1366,
